@relation letterRecogTrain-weka.filters.unsupervised.attribute.DMI-D2-N-1-F0.25-E-1-I-1-L1.0E-4

@attribute feat1 numeric
@attribute feat2 numeric
@attribute feat3 numeric
@attribute feat4 numeric
@attribute feat5 numeric
@attribute feat6 numeric
@attribute feat7 numeric
@attribute feat8 numeric
@attribute feat9 numeric
@attribute feat10 numeric
@attribute feat11 numeric
@attribute feat12 numeric
@attribute feat13 numeric
@attribute feat14 numeric
@attribute feat15 numeric
@attribute feat16 numeric
@attribute Class {A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z}

@data
3,6.418939,4,5,2,7,7,4,13,9,6,8,0,8,8,8,Z
3,7,5,5,4,8,6,6,5,5,8,8,2,8,9,5,Y
1,0,1,0,0,7,7.264359,10,2,7,6,8,2,8,0,8,H
7,12,8,7,4,12,2,4,3,12,1,8,6,3,1,9,M
3,5.838079,4,5,1,7,5,13,5,7,14,8,3,9,0,8,U
6,10,9,8,4,5,9.09604,2,9,10,10,9,3,8,4,6,X
5,7,5,5,3,6,10.903704,2,7,11,9,5,1,11,2,4,T
1,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,I
4,6,5,4,3,6,8,6,7,6,9,9,3,9,1,8,U
5,6,5,4,3,4,9,1,7,10,10,6,1,10,2,4,Y
1,1,2,1,0,2,12,4,3,11,9,6,0,8,2,7,F
4,3,4,5,3,6,9,8,7,7,5,6,2,8,9,9,B
3,4,4,6,2,7,6,15,2,7,8,8,3,8,0,8,H
4,7.487985,6,6,4,8,8,3,8,6,5,6,4,9,7,8,X
2,6,3,4,2,3,4,3,8,2,1,8,0,7,1,6,L
2,3,2,1,1,7,7,5,5,7,6,9,2,9,4,9,G
1,0,1,1,0,7,7,2,10,8,6,8,0,8,6,8,Z
1,1.251114,2,1,1,6,12,2,3,8,11,8,2,11,0,8,V
4,5,4,6,3,6,10,10,4,7,4,8,3,7,5,10,R
6,9,6,7,4,5,9,0,8,8,9,5,1,11,4,5,Y
6,7,6,5,3,4,12.600209,1,3,8,10,8,5,11,2,7,V
3,7,4,5,4,7,7,5,8,6,5,10,2,8,5,9,E
6,11,6,8,5,6,11,3,7,11,9,5,2,12,2,4,T
0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,I
5,8.350495,7,6,4,8,7,2,10,12,6,7,1,7,6,7,Z
5,11,6,8,7,7,8,6,2,6,6,10,4,8,7,7,G
5.063275,9,6,7,5,7,7.516103,8,8,6,5,4,4,9,4,9,D
4,11,6,8,4,10,5,4,5,14,4,10,0,7,1,6,J
4,9,4,7,3,6,8,9,7,7,6,7,2,8,9,10,B
2,3,2,1,1,7,7,6,6,7,6,5,2,8,2,7,D
2,0,2,1,1,8,7,4,6,5,6,8,0,8,7,8,S
2,3,3,2,2,9,6,4,6,10,5,6,2,8,2,8,D
2,3,3,2,2,8,6.847392,6,4,9,5,8,2,8,2,8,O
7,9,7,11,8,7,9,5,2,7,9,11,4,8,8,9,Q
2,7,3,5,3,8,7.259421,7,5,7,7,8,2,9,8,8,S
6,10,9,8,6,6,8.128533,4,9,11,9,9,2,9,5,6,E
3,6,3,4,2,8,6,11,1,6,9,8,7,6,0,8,M
3,2,4,4,2,6,6.916628,7,8,8,8,14,1,9,4,10,C
9,12,8,6,3,5,4,5,5,4,8,7,6,7,2,7,U
4,11,5,8,4,6,7,3,5,15,7,11,1,6,1,6,J
4,10,5,7,3.448988,5,10,10,3,9,6,4,2,10,4,8,P
4,7,6,6,6,6,8,3,3,8,7,8,5,12,9,9,E
6,9,9,7,6,6,12.809309,7,2,12,5,2,1,11,4,8,P
5,8.305776,5,6,3,3,11.010787,2,7,11,11,6,0,10,2,4,Y
2,3,4,2,2,7,8,2,7,11,7,8,2,8,3,8,E
3,5.658272,3,4,2,5,10,5,4,10,8,4,1,10,3,7,P
6,9.229431,5,5,3,7,8,2,7,12,7,8,2,9,4,5,T
4,5,5,4,2,5,12.951902,3,7,11,10,4,1,11,1,5,T
2,1,2,2,1,6,7,6,10,7,6,14,0,8,4,9,C
8,10,9,6,4,8,6.85432,3,4,13,4,8,6,8,0,7,N
0,7,0,5,0,7,7,4,4,7,6,8,0,8,0,8,I
3,6,4,4,3,7,6,12,1,7,7,8,3,8,0,8,H
3,8,4,6,3,8,7.044938,7,5,7,6,7,2,8,8,8,S
8,12,6,6.935314,2,5,11,5,8,11,8,9,1,7,5,8,C
5,10,7,8,8,5,8,4,7,7,6,9,5,8,5,6,T
3,4,5,6,4,7,5.945642,5,2,6,4,6,4,6,7,7,H
4,7,7,5,8,7,7,3,2,7,5,8,8,5,2,7,M
4,6,5,4,3,5,11,5,5,11,8,3,0,10,4,6,P
5,9,6,6,3,4,8,6,8,12,10,12,2,9,3,7,C
4,5,6,7,4,11,3.988808,4,5,10,3,9,2,7,6,10,Z
5,10,4,5,3,6,6,6,2,9,6,9,5,9,4,8,O
4,5,4,6,4,8,6,7,4,9,8,9,3,9,6,8,Q
3,6,5,4,4,8,8,8,5,6,7,9,3,8,4,6,U
4,8,5,6,3,5,7.10259,6,9,6,7,13,1,7,4,9,C
4,11,5,8,3,6,7,11,9,7,6,6,3,8,4,8,D
3,5.5856,4,4,3,8,7,7,4,9,5,8,2,8,2,8,O
5,9,6,6,5,7,8,8,4,7,8,8,3,7,3,8,O
6,8,5,6,3,4,11,3,4,9,11,7,2,10,1,8,V
4,6,5,5,4,8,5.751098,4,4,9,4,10,3,7,5,7,O
4,8,5,6,7,9,7.454315,4,5,7,6,6,4,7,7,4,D
2,1,4,1,1,9,12,2,2,5,10,9,2,10,1,8,V
3,3.453331,4,2,2,5,8,5,7,10,8,9,3,10,2,5,U
5,4.874832,6,8,4,5,7,10,10,6,5,6,3,8,4,8,D
3,7,4,5,3,7,7,3,11,9,6,8,0,8,7,8,Z
2.527904,6,3,4,2,8,8,7,5,7,5,6,2,8,8,8,S
3,7.287362,4,6,4,6,7,6,8,7,6,10,3,8,6,8,E
5,11,8,8,12,10,8,4,2,6,7,8,11,10,4,5,W
2,3.132032,4,2,2,7,8,3,6,10,6,8,3,8,2,8,H
4,5,5,3,2,6,11.008869,2,8,11,9,4,1,11,3,4,T
4,8,4,5,2,3,14,7,1,11,7,3,0,10,4,8,P
5,9,5,4,4,7,8,3,5,8,4,9,5,7,6,7,R
3,7,4,5,2,3,8,6,11,7,6,15,0,8,7,7,E
2,3,2,2,1,7,7,5,7,7,5,8,2,8,5,10,E
7,14,5,8,5,6,6,4,4,10,9,12,4,9,9,8,C
3,4.076832,5,8,3.463174,8,8,4,3,6,14,8,3,9,0,8,V
5,8,7,7,6,8,5,2,4,8,4,8,4,8,7,11,K
4,9,5,6,5,7,6,7,4,7,6,9,2,8,8,4,A
2,3,2,1,1,8,7,6,4,9,6,8,2,8,3,8,O
2,6,4,4,5,8,8,4,2,6,7,7,6,11,7,7,B
2,6,4,4,5,9,7.0603,4,3,6,6,7,6,9,7,7,H
2,1,2,2,1,4,7,5,8,7,6,13,0,8,7,9,E
3,7.264391,3,6,2,3,7,6,10,7,6,14,0,8,7,8,E
10,16.380268,8,8,4,9,2,4,5,12,4,13,2,7,6,8,L
3,7,4,5,2,7,7,14,2,5,6,8,5,8,0,8,N
2,5.174646,3,4,2,4,5,1,9,3,2,8,0,7,2,5,L
4,9,6,7,6,5,7,4,4,7,6,9,6,9,5,7,C
3,4,4,3,3,8,6,6,4,6,7,8,7,6,2,7,M
3,7,4,4,2,4,11.532828,8,2,10,6,4,1,10,4,8,P
5,9,5,6,2,7,7,15,0,7,6,8,3,8,0,8,H
4,6.84237,5,5,3,6,7,6,7,10,7,11,2,9,4,9,G
2,6,4,4,1,6,10,3,2,7,13,8,2,11,0,8,Y
3,3.194637,4,3,2,7,7,6,7,7,6,5,2,8,3,7,D
7,9,7,5,4,6,7.23674,2,6,10,4,9,5,6,3,8,K
4,5,5,7,3,5,12,8,4,7,2,9,3,7,6,11,R
4,4,5,3,2,4,8,5,7,11,10,9,3,9,1,7,U
2,8.72893,3,7,1,14,3,6,5,14,1,9,0,7,0,8,J
1,0,2,0,0,7,6,9,0,7,8,8,5,6,0,8,M
4,8,6,6,5,10,6,6,4,6,7,5,7,5,2,5,M
6,9,6,7,5,2,10,2,3,10,11,9,6,10,1,7,W
8,12,8,6,5,7,5,4,7,8,4,6,5,7,6,9,D
3,4,4,3,3,6,7,4,8,7,6,11,3,8,5,10,K
5,6,5,4,4,5,11,3,2,9,8,7,6,12,2,7,W
5,8,5,6,2,3,10.730135,2,7,11,11,6,1,11,2,4,Y
5,10,7,8,4,7.00738,7,3,11,12,7,8,2,8,7,7,Z
3,6,4,4,1,7,5,13,5,7,13,8,3,9,0,8,U
5,9,4,4,2,9,5.685217,4,4,11,4,10,3,8,6,11,E
2,4,3,3,2,6,7,5,5,9,7,10,2,8,4,10,G
5,5,6,8,3,5,7,10,9,7,6,5,3,8,4,8,D
6,10,6,8,5,6,7.420182,9,8,6,6,7,2,8,10,10,B
3,4,5,3,2,7,9,3,4,10,6,6,5,9,0,7,N
3,3.64436,3,3,2,6,10,4,5,10,9,5,2,10,3,6,F
5,7.166413,6,8,2,6,7,7,11,6,6,14,1,8,4,9,C
6,11,6,9,5,8,6,8,5,10,5,9,4,9,5,6,O
2,3,4,2,1,7,2.76776,1,6,8,2,10,1,6,3,8,L
5,11,7,8,7,8,7,7,5,6,6,8,3,8,9,7,S
4,9,5,8,3,9,8,8,6,5,8,9,3,8,5,9,Q
2,7,4,5,4,7,8,3,5,5,7,10,3,11,7,8,E
3,9,4,6,1,1,13,5,4,12,10,6,0,8,2,6,F
1,4,2,3,2,8,6.904698,5,8,6,6,7,2,8,7,8,Z
2,3,3,2,1,5,11,3,6,11,9,5,1,11,1,5,T
4,5,5,7,2,7,7,5,4,7,6,8,3,8,4,8,X
4,8,5,6,4,8,7,8,6,7,7,10,3,7,4,7,O
1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,I
4,3,4,5,1,1,1.916687,5.076515,6,0,1,4,0,8,0,8,L
6,8,8,7,9,8,8,5,6,7,6,8,9,8,8,7,W
4,5.820802,5,4,4,7,7,5,6,7,6,6,2,8,7,10,B
4,7,5,5,5,7,7,6,6,7,6,8,6,8,3,8,H
2,9.318089,2,8,2,8,7,0,8,7,6,7,0,8,3,7,I
2,2,3,3,1,4,4,4,7,2,1,6,0,7,1,6,L
3,6,3,4,2,5,11,7,4,7,3,9,2,7,6,11,R
4,9,6,7,7,7,7,3,6,8,7,10,7,10,7,5,L
3,5,5,4,2,7,10,4,4,13,5,2,1,10,2,8,P
3,7,4,5,1,0,0,6,6,0,1,5,0,8,0,8,L
3,2,5,4,4,9,6,6,4,6,7,6,7,6,2,5,M
3.949458,5.619822,6,4,4,9,8,3,5,7,7,7,4,11,6,7,X
3,6,4,4,3,4,11.25394,4,5,10,9,4,1,10,3,7,P
2,3,4,2,2,9,7,2,5,10,3,6,2,7,3,9,B
4,9,5,8,5,8,6.853574,7,4,6,8,9,2,8,4,9,Q
4,9,5,7,4,5,10,4,5,10,9,4,4,10,4,7,P
3,5,5,8,7,8,7,4,2,6,8,9,4,11,7,8,Y
0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,I
6,12.278648,6,8,4,6,10,1,10,11,9,5,2,8,4,4,T
4,9,6,6,6,6,7,3,5,6,5,9,6,10,7,5,R
2,0,2,1,0,7,7,11,0,5,6,8,4,8,0,8,N
6,10,8,8,9,8,7,6,3,7,8,8,10,6,6,11,W
3,6,5,4,1,7,8,4,2,7,13,8,3,10,0,8,V
3,3.078003,5,3,2.423603,7,7,6,6,6,7,9,2,8,4,8,G
4,8.340326,5,7,3,9,7,8,6,6,6,10,3,8,5,9,Q
4,10,5,8,2,5,7,7,10,6,6,13,1,7,4,9,C
8,10,11,8,5,4,8,4,9,12,12,11,3,8,4,5,K
1,0,1,1,1,6,9,7,3,7,5,8,2,7,4,10,R
7,9.126927,9,8,9,8,7,5,4,7,5,7,7,9,6,5,N
2,2.383048,3,2,1,8,7,6,4,9,6,8,2,8,2,8,O
4,6,6,4,5,7,6.653382,6,3,6,6,10,4,7,7,7,G
9,13,6,7,4,5,8,6,4,10,8,9,5,10,5,8,O
3,5.486438,5,4,5,8,8,4,4,8,4,7,6,7,5,4,R
3,8,5,6,4,8,7,7,6,7,6,6,2,8,8,10,B
4,9,6,7,4,5,11,3,2,9,10,7,4,10,6,8,V
4,4,5,7,2,7,7,4,15,9,6,8,0,8,8,8,Z
1,0.018057,2,1,0,7,7,11,0,5,6,8,4,8,0,8,N
1,0,2,0,0,8,4,2,0,7,2,8,1,6,1,8,A
4,8.073916,5,6,4,7,8,2,9,11,7,8,1,9,6,7,Z
3,6,4,4,4,8,7.408457,5,8,7,7,5,3,8,3,7,D
2,3,4,2,1,8,7.4327,2,6,10,6,8,1,9,5,8,S
4,10,6,7,9,10,8,4,4,5,8,8,9,8,8,6,U
3,4,5,2,3,8,8,3,5,9,5,7,3,6,4,10,R
6,9.30135,5,7,3,3,11,3,4,10,12,8,2,10,1,8,V
2,2,4,3,1,7,11,1,7,7,11,8,1,11,2,8,G
3,7.101052,4,6,2,3,6,6,11,7,7,14,0,8,7,7,E
1,3,2,2,1,8,6.931748,7,4,7,6,8,2,8,2,8,O
8,9.912693,8,6,6,2,12,2,2,10,10,8,7,11,1,7,W
4,10,5,8,6,7,6,10,0,7,8,8,7,5,0,8,M
3,4,5,5,1,6,10.139727,3,1,8,13,8,1,11,0,8,Y
2,1,2,2,1,7,8,7,6,8,7,11,2,9,3,10,C
4,8.522307,6,7,7,7,8,3,6,5,7,10,5,11,7,8,E
7,10,5,5,2,6,10,6,7,12,8,8,2,9,5,8,C
5,9,7,6,6,8,8,6,3,6,6,10,5,8,9,8,E
4,5,5,7,2,3,7,8,2,7,5,11,4,8,2,11,K
7,12,7,6,5,4,6.857256,1,3,8,9,8,9,10,2,5,W
2,3,2,2,1,6,9.771678,5,4,9,7,3,1,9,3,6,P
3,7,3,5,1,0,1,6,6,0,0,6,0,8,0,8,L
6,11,6,6,4,4,8.722434,1,3,9,9,8,8,12,1,6,W
1,0,2,1,0,5,7,7,1,7,6,11,3,8,2,11,K
4,4,6,3,4,6,6,3,4,10,9,9,7,6,2,9,M
6,6,8,4,5,10,6,2,5,9,4,7,8,6,2,8,M
7,10.469581,6,6,3,6,8,2,7,10,7,6,2,10,5,6,F
5,9,7,6,6,8,7.016985,8,5,6,7,9,3,8,4,5,U
4,10,5,8,5,6,9,6,5,9,7,4,5,10,4,7,P
5,9,6,6,6,7,7,5,5,7,5,8,6,6,6,11,H
3,7,4,5,2,1,13.186921,4,3,12,10,6,0,8,2,6,F
3,6,5,5,5,7,8,3,3,7,5,8,6,8,5,7,R
8,10.553353,8,6,5,4,9,5,4,4,3,12,9,10,2,8,M
1,0,2,1,0,7,7,6,8,7,6,13,0,8,4,10,C
5,4,6,3,3,5,11,3,2,9,8,7,7,12,2,6,W
3,4,4,3,2,7,7,3,9,6,6,9,2,8,5,8,X
3,3.033281,4,3,2,7,7,7,5,7,7,7,2,8,3,7,O
8,12.982789,6,11,5,4,13,4,2,12,8,5,2,8,8,6,Z
3,6,4,4,4,7,8,5,3,6,6,10,3,8,6,8,G
3,4,5,3,2,10,1,3,2,9,2,9,3,6,2,8,A
5,7,6,5,3,6,9,3,8,11,5,7,2,6,5,8,S
3,6,5,4,5,8,8,3,5,5,7,9,6,11,6,5,L
4,5.950778,4,4,2,7,7,4,4,9,9,5,3,11,3,4,Y
5,6.550483,5,4,4,9,7,3,5,9,5,7,6,6,7,9,B
2,3.398277,3,3,1,4,9,5,6,11,10,11,1,9,2,7,C
3,5,5,4,3,6,7.419008,1,7,10,7,10,3,8,2,8,K
4,7,7,5,4,9,7,1,8,10,3,7,3,8,3,9,X
2,1,4,3,1,5,12,3,3,9,11,8,2,10,1,8,V
8,11,11,8,8,6,6,3,5,9,8,9,8,6,2,8,M
5,8,7,6,7,7,8,1,4,10,6,6,5,10,3,5,F
5,10,5,7,2,1,14,5,4,12,10,6,0,8,2,5,F
7,9,10,8,10,8,5.690398,4,4,8,4,7,8,6,7,6,R
4,8.455705,5,7,2,3,6,8,3,7,7,11,4,8,2,11,K
2,3.335195,3,3,2,8,7,6,3,9,5,8,2,8,2,8,O
2,3,3,1,1,8,2,2,1,7,2,8,2,6,2,7,A
7,13,6,7,4,10,5.613917,4,7,10,4,9,3,9,6,13,Q
5,11,6,8,6,7,8,7,3,10,8,8,4,7,5,10,O
3,4,3,5,2,7,6.837489,14,3,7,3,8,3,8,0,8,H
3,5.776453,3,4,2,5,11,3,6,11,9,5,1,10,3,6,F
7,10.258736,7,8,4,2,11,3,4,11,12,8,2,10,1,8,V
4,9,6,6,4,7,6,3,7,9,9,9,2,10,4,6,S
2,3,3,2,1,7,10.230852,4,4,12,5,3,1,10,2,8,P
6,13,6,7,4,7,9,2,7,12,6,6,2,9,5,5,T
5,10,7,8,5,7,6.833508,5,5,7,7,7,6,7,3,7,N
5,11,8,8,10,9,7.010006,5,5,7,7,7,7,9,8,9,B
3,9,4,6,1,7,7,4,4,7,6,8,3,8,4,8,X
1,6,2,4,1,12,3,9,3,13,6,12,1,6,0,8,J
3,5,5,7,7,8,4,4,3,7,8,8,5,9,5,8,Y
5,5.991121,7,4,6,7,9,4,4,6,4,8,7,7,5,7,N
6,8,8,7,6,8,4,3,4,9,3,8,4,7,5,8,O
4,7,6,5,3,7,7.294112,2,10,11,6,8,1,8,6,8,Z
6,10,7,7,4,5,6.888471,6,8,11,9,14,2,9,4,5,C
6,14,6,8,4,12,2,3,2,12,4,11,4,4,4,11,A
5,11,7,8,4,8,9,6,10,5,6,6,0,8,9,7,S
6,12,4,6,2,7,8,7,6,11,7,7,2,9,5,8,C
5,10,7,8,4,5,11.473469,3,8,8,12,8,1,12,1,7,T
3,8,4,6,3,5,11,2,7,8,11,8,2,11,1,7,T
6,11,7,8,7,6,6,9,5,6,6,8,3,7,5,12,L
2,3,3,3,2,9,10,5,2,5,7,10,3,9,5,10,Q
1,2,2,2,1,8,8,4,2,8,7,9,2,9,3,9,Q
3,3,5,2,2,7,10,3,4,12,4,3,1,10,3,8,P
5,10,5,7,4,7,7,12,2,7,9,8,8,6,0,8,M
5,8.620421,7,8,7,6,9,6,5,9,7,4,2,10,4,7,P
5,7,9,5,10,9,5.794933,3,3,8,4,7,11,6,3,5,M
1,1,2,1,0,7,4,2,0,7,2,8,2,7,1,8,A
1,0,2,0,1,8,7,5,5,6,6,9,1,7,5,10,G
4,8,6,6,8,8,7,5,3,7,7,7,6,10,8,9,B
3,6,5,4,2,4,8,5,1,7,8,8,8,10,0,8,W
7,10,7,5,4,8,9,4,3,12,5,4,4,11,5,6,P
6,12,6,6,3,10,0.926952,3,8,9,2,6,4,6,4,10,X
3,7.253663,5,6,2,8,10,2,2,6,12,8,1,11,0,8,Y
4,9,5,7,4,5,7,6,5,10,8,11,2,9,4,10,G
6,10.153535,8,8,4,5,8,5,2,7,8,8,9,9,0,8,W
4,9,5,7,3,8,7,8,7,6,6,9,2,7,6,10,G
6,7,8,9,8,7.553159,8,4,6,6,6,7,5,9,11,11,J
7,9,6,5,2,7,8,3,8,13,6,7,2,8,5,5,T
4,8,6,6,5,3,8.725447,2,6,10,10,11,3,8,3,6,K
7,11.085492,7,9,6,8,7,6,3,8,8,11,3,8,6,8,Q
5,11,5,8,4,1,12,4,5,12,11,8,0,8,1,6,F
4,8,6,6,3,8,4,5,4,14,6,13,1,6,0,7,J
10,12.46396,8,7,4,7,10,4,7,3,4,9,5,7,2,7,N
8,14,7,8,4,7,9,3,7,14,5,4,3,7,6,8,I
5,8,5,9,7,8,6.907582,7,3,8,6,9,3,9,6,7,Q
5,7.357774,7,10,9,9,9,5,0,6,7,10,8,14,5,11,Q
5,9,7,7,3,8,8,4,2,7,8,8,8,9,0,8,W
3,6,5,4,3,5,8,3,8,11,8,9,2,8,4,7,E
3,5,5,3,2,8,8,2,5,10,4,6,5,8,1,7,M
6,9,7,4,4,7,8,3,5,10,6,8,6,9,5,8,H
7,6.508881,5,9,4,7,11,2,3,8,10,5,3,9,5,7,Y
2,3,3,2,2,8,6.906693,3,5,10,5,7,2,8,4,10,B
2,3,3,2,1,7,8,6,6,7,9,8,3,10,1,8,U
2,4,4,6,2,7,3,3,3,7,1,8,3,6,3,8,A
4,8,6,6,7,7,5.847022,5,5,7,7,10,10,5,2,8,M
2,3,3,2,1,5,8.514662,5,6,10,9,8,3,9,1,6,W
5,11,6,8,6,8,8,13,1,6,6,8,6,8,1,10,N
4,5.461779,5,4,2,7,7,8,8,7,6,8,3,8,4,8,O
5,9,5,6,2,7,8,15,0,7,5,8,3,8,0,8,H
3,2,5,3,2,7,12,2,3,7,11,8,3,10,1,8,V
4,9,6,6,5,7,7.099332,7,7,7,7,9,3,8,3,9,H
3,7,5,5,4,7,8,5,8,6,5,9,3,8,6,9,E
7,14,6,8,5,8,6,4,5,7,7,8,6,5,4,6,U
4,9,6,6,5,8,7,1,7,11,5,9,3,8,5,10,E
5,9,7,8,6,7,8,3,6,6,7,9,3,8,8,8,L
3,3,5,2,2,7,8,3,6,10,7,7,3,8,3,8,H
4,5,5,7,4,8,7,12,2,6,9,8,8,6,0,8,M
2,3,4,2,1,6,8,1,8,10,8,9,2,8,3,7,X
3,5,5,3,2,6,9,2,4,10,7,7,5,8,1,8,N
3,3,4,1,1,4,9,5,6,11,10,9,3,10,2,7,U
3,5,6,4,3,5,8,2,7,10,9,10,3,8,3,7,K
8,11,8,8,4,3,8.791016,5,7,11,12,10,3,9,2,6,U
10,15,9,8,6,7,6,5,5,6,7,8,5,5,3,7,U
2,3,2,1,1,5,9.067881,4,4,10,9,5,1,9,3,6,F
5,11,6,8,3,7,7,15,2,4,6,8,6,8,0,8,N
6,9.330537,5,5,3,6,11,6,2,11,5,4,4,10,4,8,P
5,8.253262,6,7,2,8,4,14,6,6,15,8,3,9,0,8,U
5,5,6,3,4,4,10.93882,3,2,9,9,8,7,11,1,7,W
5,8,7,6,6,7,6,6,4,7,6,9,5,8,7,10,P
7,11,7,6,5,9,7,3,5,10,5,7,6,7,7,8,B
5,11,6,8,3,8,7,8,8,6,6,9,2,7,5,10,G
7,11,8,6,5,4,8.105815,2,3,8,10,8,10,10,2,5,W
1,3,3,2,1,8,6,3,6,14,5,10,0,7,0,7,J
3,3.370842,5,3,3,7,11,3,2,6,9,8,7,11,0,8,W
2,3,3,1,2,7,7,6,6,7,6,5,2,8,3,7,D
3,6.211384,4,5,3,8,8,5,7,5,5,5,0,7,8,8,S
5,11.411424,8,8,4,8,2,2,3,6,2,7,5,7,6,8,A
7,9,7,6,5,4,10,3,3,9,8,7,7,11,2,6,W
3,5,6,4,3,9,6.460281,3,6,10,3,7,4,7,4,9,H
1,5,0,8,0,7,7.112421,4,4,7,6,8,0,8,0,8,I
6,9.866246,6,6,3,10,4,4,3,12,6,9,3,10,2,8,S
5,8.283422,7,6,4,7,8,2,10,12,7,9,1,9,6,8,Z
3,4,4,3,3,7,6.200538,6,4,6,7,9,6,5,2,8,M
9,13,9,7,4,4,9,3,7,10,9,11,5,7,3,6,K
2,1.879707,2,1,1,5,10,4,4,10,9,5,1,10,2,7,F
6,10,8,7,5,7,7,7,6,5,7,9,3,8,4,8,G
4,7,5,5,5,8,5.867361,6,4,7,7,8,8,5,2,7,M
2,3,4,2,2,8,11,3,1,6,8,8,6,12,0,7,W
4,7.151496,6,6,3,6,8,9,8,7,6,6,3,8,4,8,O
4,5,5,4,2,4,12,3,3,10,11,7,2,10,1,8,V
6,9,8,7,7,5,6,4,7,6,6,12,5,7,7,10,K
3,6,3,4,1,1,2.339156,6,6,0,1,5,0,8,0,8,L
8,14,8,8,4,8,6,4,4,13,7,8,3,10,4,8,S
2,3.888106,3,3,2,7,7,2,7,11,7,9,2,8,4,8,E
2,2.972198,4,2,1,8,7,2,6,10,6,8,1,9,5,8,S
4,9,4,7,2,8,9,2,4,13,4,5,1,8,6,8,J
1,8,1,6,2,7,7,0,7,7,6,8,0,8,3,8,I
5,9,7,7,5,9,6.564431,6,5,6,5,8,3,8,10,7,Z
3,5.491831,4,4,2,5,10,4,6,10,9,6,1,10,4,6,F
2,2,4,4,2,8,3.279291,2,2,8,2,8,2,6,3,7,A
2,4,3,6,1,14,2,7,5,14,2,11,0,7,0,8,J
1,0.94664,1,1,0,5,11,7,1,10,6,4,1,9,3,8,P
4,8,6,6,3,4,12.088149,4,5,13,8,4,2,10,2,6,F
3,4,5,5,1,7,11,2,2,9,12,7,1,10,0,8,Y
4,7.9228,6,6,4,8,5,3,4,8,3,7,3,7,5,9,O
2,3,3,2,2,8,6.763484,7,4,9,6,9,2,8,3,8,O
1,0,2,1,0,7,7,11.02022,0,5,6,8,4,8,0,8,N
3,9,5,6,4,12,3.511735,2,2,10,2,9,2,6,3,8,A
4.464216,8,6,6,5,8,8,5,5,6,6,5,6,10,2,5,N
4,7,5,5,4,8,6,13,1,7,7,8,3,8,0,8,H
5,8,6,6,4,7,8,2,9,11,7,8,1,9,6,7,Z
5,11,7,8,9,8,8,6,6,7,6,6,2,8,6,9,B
6,10,7,8,4,7,6.490358,13,2,8,9,8,9,6,0,8,M
4,5,6,4,3,7,11,2,3,7,9,8,7,11,1,8,W
4,7.695223,4,8,3,3,6,6,12,7,7,15,0,8,7,7,E
7,11,6,6,4,6,7.328116,5,5,7,8,9,5,8,3,9,U
4,5,4,7,3,7,7.121327,15,1,7,5,8,3,8,0,8,H
7,10,8,8,4,2,9,5,9,11,11,13,1,7,3,6,C
4,7,6,5,3,4,8,5,1,7,9,8,8,9,0,8,W
7,11,9,8,6,8,7.246566,9,5,7,6,6,4,8,5,10,O
8,13,8,7,4,9,6.444644,3,7,9,3,6,5,8,4,8,K
2,3,4,2,2,5,8,2,6,10,8,10,3,8,2,8,K
5,10,7,8,5,9,7.001088,4,6,8,5,6,2,8,4,6,J
10,14,8,8,4,11,4,4,5,11,3,8,5,7,5,10,G
6,9,9,7,5,3,9,3,7,11,11,11,3,8,3,5,K
2,3,4,2,2,6,9,3,6,10,7,8,3,8,3,8,H
3,8,3,6,1,0,1,5,6,0,0,6,0,8,0,8,L
1,2.594126,1,3,1,7,7,1,8,7,6,8,0,8,3,8,I
3,8,5,6,4,10,6,3,6,11,4,7,3,8,2,9,D
4,6,4,8,5,8,8,6,2,8,8,10,3,9,5,8,Q
4,5.529279,6,4,2,7,13,3,4,8,12,8,3,10,2,8,V
3,4,5,5,1,8,10,3,2,6,13,8,2,11,0,8,Y
3,6.181015,4,5,4,6,6,8,6,6,7,7,2,9,7,9,B
4,5.915339,5,4,7,8,8,5,5,7,6,6,6,6,7,6,D
2,2.773663,4,1,2,6,7,2,8,11,8,8,2,8,3,7,X
4,9,5,7,3,8,6.886285,8,8,5,7,9,2,7,6,11,G
5,9,4,4,2,7,9.7578,2,5,13,5,4,1,9,5,8,I
3,5.695935,5,4,3,6,4,2,6,7,2,9,1,7,3,7,L
2,3,3,2,2,7,7.45898,5,5,6,5,6,2,8,5,9,B
4,6.157297,6,4,4,9,7,3,6,11,4,6,3,8,3,8,D
7,10,6,5,3,7,7.87737,2,7,11,6,6,2,9,5,6,F
5,7.636482,7,11,10,10,9,4,2,5,8,9,4,11,10,12,Y
4,7,6,5,4,7,8,2,7,11,6,9,3,8,4,9,E
3,4,6,3,3,6,9,1,8,10,9,8,2,8,3,6,X
7,12,7,6,5,9,6.142596,4,7,11,5,8,4,8,9,10,Q
8,13,6,7,3,9,0.000235,2,5,8,2,8,3,7,5,11,S
4,7,5,9,5,7,10,3,4,7,10,11,3,9,7,7,Q
0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,I
